year,page,layout,dept_hint,name,is_total,pios,opening,received,total,transferred,replied,rej_s8,rej_s9,rej_s11,rej_s24,rej_other,rej_total,pending,charges_rs,fee_rs,penalty_rs,amount_total_rs,faas,fa_opening,fa_received,fa_total,fa_disposed,fa_rejected,fa_pending,disciplinary,chk_total,chk_disposal,key,canonical,tier
2016,63,W,Public Department,Ex-servicemen’s Welfare,0,31,,115,115,5,92,1,,,,17,,,,,,,31,,12,12,12,,,,1,1,ex servicemen,Tamil Nadu Ex-Servicemen Corporation,HOD
2016,63,W,Public Department,Public Department Total,1,56,,4290,4290,2711,1019,82,,3,2,473,,,1556,,,,46,,132,132,121,11,,,1,1,public total,Public Department Total,HOD
2016,63,W,Public Works Department,"Public Works Department, Secretariat",0,9,4,352,356,220,105,3,,,,28,,,306,,,,4,,33,33,15,18,,,1,1,public works secretariat,"Public Works Department, Secretariat",Secretariat
2016,63,W,Public Works Department,Buildings,0,67,25,555,580,105,459,1,1,2,,,,12,1996,,,,67,2,41,43,41,,2,,1,1,buildings,Buildings,HOD
2016,63,W,Public Works Department,"Engineer- in-Chief, Water Resources",0,1,,345,345,178,160,,,,,,,7,380,,,,1,,44,44,42,1,1,,1,1,engineer in chief water resources,"Engineer- in-Chief, Water Resources",HOD
2016,63,W,Public Works Department,"Water Resources, Chennai Region",0,41,16,185,201,25,176,,,,,,,,100,,,,6,,10,10,10,,,,1,1,water resources region,"Water Resources Department, Chennai Region",HOD
2016,63,W,Public Works Department,"Water Resources, Trichy Region",0,18,,331,331,,328,,,,1,,,2,,,,,18,,27,27,19,,8,,1,1,water resources region,"Water Resources Department, Chennai Region",HOD
2016,63,W,Public Works Department,"Water Resources, Madurai Region",0,42,,1124,1124,39,1084,1,,,,,,,236,,,,28,,5,5,5,,,,1,1,water resources madurai region,"Water Resources Department, Madurai Region",HOD
2016,63,W,Public Works Department,"Water Resources, Coimbatore Region",0,14,5,726,731,9,719,,,,,3,,,1172,,,,4,,35,35,25,,10,,1,1,water resources coimbatore region,"Water Resources Department, Coimbatore Region",HOD
2016,63,W,Public Works Department,Design Research and Construction Support,0,3,,6,6,4,2,,,,,,,,,,,,3,,,,,,,,1,1,design research construction support,Design Research and Construction Support Department,HOD
2016,63,W,Public Works Department,Plan Formulation,0,20,1,53,54,10,36,,,,,8,,,,,,,5,,2,2,2,,,,1,1,plan formulation,Plan Formulation Department,HOD
2016,63,W,Public Works Department,Operation and Maintenance,0,5,,8,8,1,6,,,,,,,1,,,,,5,,,,,,,,1,1,operation maintenance,Operation and Maintenance,HOD
2016,63,W,Public Works Department,State Ground Water and Surface Water Resources Data Centre,0,14,,95,95,6,89,,,,,,,,466,,,,5,,5,5,5,,,,1,1,data centre,State Ground Water and Surface Water Resources Data Centre,HOD
2016,63,W,Public Works Department,Institute for Water Studies,0,1,,2,2,1,,,,,,,,1,,,,,1,,,,,,,,1,,institute for water studies,Institute for Water Studies,Body/Corporation
2016,63,W,Public Works Department,Irrigation Management Training Institute,0,1,,7,7,,7,,,,,,,,,,,,1,,1,1,1,,,,1,1,irrigation management training institute,Irrigation Management Training Institute,Body/Corporation
2016,64,W,Public Works Department,Cauvery Technical Cell,0,1,,5,5,,5,,,,,,,,,,,,1,,,,,,,,1,1,cauvery technical cell,Cauvery Technical Cell,HOD
2016,64,W,Public Works Department,Director of Boilers,0,10,,13,13,,13,,,,,,,,,,,,1,,,,,,,,1,1,director boilers,Director of Boilers,HOD
2016,64,W,Public Works Department,Public Works Department Total,1,247,51,3807,3858,598,3189,5,1,2,1,39,,23,4656,,,,150,2,203,205,165,19,21,,1,1,public works total,Public Works Department Total,HOD
2016,64,W,Revenue and Disaster Management Department,"Revenue and Disaster Management Department, Secretariat",0,14,,1286,1286,851,388,47,,,,,,,1330,,,,1,,125,125,125,,,,1,1,revenue disaster management secretariat,"Revenue and Disaster Management Department, Secretariat",Secretariat
2016,64,W,Revenue and Disaster Management Department,Land Administration,0,7,8,668,676,481,184,,,,,,,11,478,,,,3,,23,23,23,,,,1,1,land administration,Commissionerate of Land Administration,HOD
2016,64,W,Revenue and Disaster Management Department,Survey and Settlement,0,108,208,7227,7435,3474,3744,35,,,,,,182,45890,,,,253,19,82,101,77,8,16,,1,1,survey settlement,Survey and Settlement,HOD
2016,64,W,Revenue and Disaster Management Department,Urban Land Ceiling and Urban Land Tax,0,8,,268,268,3,265,,,,,,,,364,,,,1,,5,5,5,,,,1,1,urban land ceiling urban land tax,Commissionerate of Urban Land Ceiling and Urban Land Tax,HOD
2016,64,W,Revenue and Disaster Management Department,Revenue Administration Disaster Management and Mitigation,0,609,4819,129094,133913,26557,66544,391,69,437,92,2383,,37440,103398,,,,411,456,8036,8492,7564,570,358,,1,1,revenue administration disaster management mitigation,Revenue Administration Disaster Management and Mitigation,HOD
2016,64,W,Revenue and Disaster Management Department,Land Reforms,0,2,,135,135,5,130,,,,,,,,,,,,1,,,,,,,,1,1,land reforms,Commissionerate of Land Reforms,HOD
2016,64,W,Revenue and Disaster Management Department,Revenue and Disaster Management Department Total,1,748,5035,138678,143713,31371,71255,473,69,437,92,2383,,37633,564472,,,,470,475,8271,8746,7794,578,374,,1,1,revenue disaster management total,Revenue and Disaster Management Department Total,HOD
2016,64,W,Rural Development and Panchayat Raj Department,"Rural Development and Panchayat Raj Department, Secretariat",0,9,,423,423,324,90,,,,,9,,,436,,,,5,,21,21,21,,,,1,1,rural development panchayat raj secretariat,"Rural Development and Panchayat Raj Department, Secretariat",Secretariat
2016,64,W,Rural Development and Panchayat Raj Department,Directorate of Rural Development & Panchayat Raj,0,2731,901,16181,17082,2312,12837,8,,,,88,,1837,,,,,995,242,1506,1748,1372,25,351,,1,1,rural development panchayat raj secretariat,"Rural Development and Panchayat Raj Department, Secretariat",HOD
2016,64,W,Rural Development and Panchayat Raj Department,Tamil Nadu Corporation for Development of Women,0,33,,106,106,4,101,1,,,,,,,30,,,,33,,8,8,8,,,,1,1,for development women,Tamil Nadu Corporation for Development of Women,Body/Corporation
2016,64,W,Rural Development and Panchayat Raj Department,Pudhu Vaazhvu Project,0,27,,108,108,1,107,,,,,,,,,,,,5,,5,5,5,,,,1,1,pudhu vaazhvu project,Pudhu Vaazhvu Project,HOD
2016,64,W,Rural Development and Panchayat Raj Department,IFAD assisted PTSLP,0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,ifad assisted ptslp,IFAD assisted PTSLP,HOD
2016,64,W,Rural Development and Panchayat Raj Department,Tamil Nadu State Election Commission,0,1,,510,510,380,130,,,,,,,,5001,,,,1,,8,8,8,,,,1,1,state election commission,Tamil Nadu State Election Commission,Body/Corporation
2016,64,W,Rural Development and Panchayat Raj Department,Rural Development and Panchayat Raj Department Total,1,2802,901,17328,18229,3021,13265,9,,,,97,,1837,5467,,,,1040,242,1548,1790,1414,25,351,,1,1,rural development panchayat raj total,Rural Development and Panchayat Raj Department Total,HOD
2016,65,W,School Education Department,"School Education Department, Secretariat",0,6,,1293,1293,941,268,1,,,,83,,,,,,,4,,77,77,52,25,,,1,1,school education,Directorate of School Education,Secretariat
2016,65,W,School Education Department,Directorate of School Education,0,33,165,12232,12397,4902,7020,127,40,,,209,,99,,,,,33,15,655,670,638,4,28,,1,1,school education,Directorate of School Education,HOD
2016,65,W,School Education Department,Elementary Education,0,455,,9903,9903,723,9180,,,,,,,,,,,,2,,41,41,41,,,,1,1,elementary education,Directorate of Elementary Education,HOD
2016,65,W,School Education Department,Matriculation Schools,0,16,3,373,376,235,137,,,,,4,,,,,,,1,,35,35,35,,,,1,1,matriculation schools,Matriculation Schools,HOD
2016,65,W,School Education Department,Nonformal & Adult Education,0,1,,25,25,4,21,,,,,,,,,,,,1,,,,,,,,1,1,nonformal adult education,Nonformal & Adult Education,HOD
2016,65,W,School Education Department,State Council of Education Research and Training,0,2,,102,102,3,85,,,,,13,,1,,,,,1,,5,5,5,,,,1,1,state council education research training,Directorate of State Council of Education Research and Training,HOD
2016,65,W,School Education Department,Government Examinations,0,9,,909,909,58,851,,,,,,,,1580,,,,1,,35,35,35,,,,1,1,examinations,Directorate of Government Examinations,HOD
2016,65,W,School Education Department,Public Libraries,0,35,,897,897,,897,,,,,,,,206,,,,35,,58,58,58,,,,1,1,public libraries,Directorate of Public Libraries,HOD
2016,65,W,School Education Department,Tamil Nadu Text Book and Educational Services Corporation,0,1,,22,22,,22,,,,,,,,,,,,1,,,,,,,,1,1,text book educational services,Tamil Nadu Text Book and Educational Services Corporation,Body/Corporation
2016,65,W,School Education Department,Teachers Recruitment Board,0,2,,913,913,29,884,,,,,,,,,,,,1,,22,22,22,,,,1,1,teachers recruitment board,Teachers Recruitment Board,Body/Corporation
2016,65,W,School Education Department,Sarva Shiksha Abhiyan,0,32,19,518,537,8,526,1,,,,2,,,600,,,,34,3,37,40,35,1,4,,1,1,sarva shiksha abhiyan,Sarva Shiksha Abhiyan,HOD
2016,65,W,School Education Department,Rashtriya Madhyamik Shiksha Abhiyan,0,1,,32,32,,32,,,,,,,,,,,,1,,,,,,,,1,1,rashtriya madhyamik shiksha abhiyan,Rashtriya Madhyamik Shiksha Abhiyan,HOD
2016,65,W,School Education Department,School Education Department Total,1,554,22,13694,13716,1060,12635,1,,,,19,,1,2386,,,,78,3,233,236,231,1,4,,1,1,school education total,School Education Department Total,HOD
2016,65,W,Social Reforms Department,"Social Reforms Department, Secretariat",0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,social reforms secretariat,"Social Reforms Department, Secretariat",Secretariat
2016,65,W,Social Reforms Department,Social Reforms Department Total,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,social reforms total,Social Reforms Department Total,HOD
2016,65,W,Social Welfare and Nutritious Meal Programme Department,"Social Welfare and Nutritious Meal Programme Department, Secretariat",0,9,,221,221,173,42,1,,,,5,,,,,,,2,,3,3,3,,,,1,1,social welfare,Tamil Nadu Social Welfare Board,Secretariat
2016,65,W,Social Welfare and Nutritious Meal Programme Department,Social Welfare Directorate,0,467,,363,363,18,338,,,,,7,,,,,,,467,,41,41,41,,,,1,1,social welfare,Tamil Nadu Social Welfare Board,HOD
2016,65,W,Social Welfare and Nutritious Meal Programme Department,Social Defence,0,17,,50,50,,50,,,,,,,,152,,,,1,,,,,,,,1,1,social defence,Commissionerate of Social Defence,HOD
2016,65,W,Social Welfare and Nutritious Meal Programme Department,Integrated Child Development Services Scheme,0,467,,48,48,6,42,,,,,,,,,,,,467,,3,3,3,,,,1,1,integrated child development services,Directorate of Integrated Child Development Services,HOD
2016,66,W,Social Welfare and Nutritious Meal Programme Department,Tamil Nadu Social Welfare Board,0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,social welfare,Tamil Nadu Social Welfare Board,Body/Corporation
2016,66,W,Social Welfare and Nutritious Meal Programme Department,Social Welfare and Nutritious Meal Programme Department Total,1,961,,682,682,197,472,1,,,,12,,,152,,,,940,,47,47,47,,,,1,1,social welfare nutritious meal programme total,Social Welfare and Nutritious Meal Programme Department Total,HOD
2016,66,W,Special Programme Implementation Department,"Special Programme Implementation Department, Secretariat",0,1,,18,18,6,12,,,,,,,,,,,,2,,2,2,2,,,,1,1,special programme implementation secretariat,"Special Programme Implementation Department, Secretariat",Secretariat
2016,66,W,Special Programme Implementation Department,Special Programme Implementation Department Total,1,1,,18,18,6,12,,,,,,,,,,,,2,,2,2,2,,,,1,1,special programme implementation total,Special Programme Implementation Department Total,HOD
2016,66,W,Tamil Development and Information Department,"Tamil Development and Information Department, Secretariat",0,4,,63,63,39,18,,,,,6,,,74,,,,3,,2,2,2,,,,1,1,development information secretariat,"Tamil Development and Information Department, Secretariat",Secretariat
2016,66,W,Tamil Development and Information Department,Directorate of Tamil Development,0,32,,41,41,,41,,,,,,,,360,,,,1,,,,,,,,1,1,backward classes economic development,Tamil Nadu Backward Classes Economic Development Corporation,HOD
2016,66,W,Tamil Development and Information Department,Information and Public Relations,0,1,5,108,113,16,74,11,7,,,,,5,,,,,1,,9,9,9,,,,1,1,information public relations,Directorate of Information and Public Relations,HOD
2016,66,W,Tamil Development and Information Department,Tamil Etymological Dictionary Project,0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,etymological dictionary project,Directorate of Tamil Etymological Dictionary Project,HOD
2016,66,W,Tamil Development and Information Department,Stationery and Printing,0,10,8,228,236,26,191,3,,9,,5,,2,465,,,,10,,17,17,16,1,,,1,1,stationery printing,Directorate of Stationery and Printing,HOD
2016,66,W,Tamil Development and Information Department,Tamil Development and Information Department Total,1,48,13,440,453,81,324,14,7,9,,11,,7,899,,,,16,,28,28,27,1,,,1,1,development information total,Tamil Development and Information Department Total,HOD
2016,66,W,"Tourism, Culture and Religious Endowments Department","Tourism, Culture and Religious Endowments Department, Secretariat.",0,6,,139,139,84,50,3,,,,2,,,160,,,,3,,7,7,5,2,,,1,1,tourism culture religious endowments secretariat,"Tourism, Culture and Religious Endowments Department, Secretariat.",Secretariat
2016,66,W,"Tourism, Culture and Religious Endowments Department",Museum,0,1,4,2,6,,6,,,,,,,,,,,,1,4,,4,4,,,,1,1,museum,Directorate of Museum,HOD
2016,66,W,"Tourism, Culture and Religious Endowments Department",Archaeology,0,19,,27,27,1,26,,,,,,,,,,,,5,,1,1,1,,,,1,1,archaeology,Commissionerate of Archaeology,HOD
2016,66,W,"Tourism, Culture and Religious Endowments Department",Art and Culture,0,16,,75,75,3,71,,,,,1,,,,,,,1,4,12,16,16,,,,1,1,art culture,Commissionerate of Art and Culture,HOD
2016,66,W,"Tourism, Culture and Religious Endowments Department",Hindu Religious and Charitable Endowments,0,145,101,6226,6327,1448,4638,32,,,,,,209,17876,,,,23,16,496,512,488,2,22,,1,1,hindu religious charitable endowments,Commissionerate of Hindu Religious and Charitable Endowments,HOD
2016,66,W,"Tourism, Culture and Religious Endowments Department",Tourism Department,0,1,,25,25,,25,,,,,,,,,,,,3,,3,3,3,,,,1,1,tourism,Commissionerate of Tourism,HOD
2016,67,W,"Tourism, Culture and Religious Endowments Department",Tamil Nadu Tourism Development Corporation,0,1,4,48,52,,52,,,,,,,,,,,,1,,,,,,,,1,1,tourism development,Tamil Nadu Tourism Development Corporation,Body/Corporation
2016,67,W,"Tourism, Culture and Religious Endowments Department","Tourism, Culture and Religious Endowments Department Total",1,189,109,6542,6651,1536,4868,35,,,,3,,209,18036,,,,37,24,519,543,517,4,22,,1,1,tourism culture religious endowments total,"Tourism, Culture and Religious Endowments Department Total",HOD
2016,67,W,Transport Department,"Transport Department, Secretariat",0,4,,423,423,265,147,3,1,,,,,7,,,,,2,,46,46,46,,,,1,1,transport secretariat,"Transport Department, Secretariat",Secretariat
2016,67,W,Transport Department,"Metropolitan Transport Corporation (Chennai) Ltd.,",0,1,,518,518,2,248,123,23,,,88,,34,1404,,,,1,,78,78,67,,11,,1,1,metropolitan transport,"Metropolitan Transport Corporation (Chennai) Ltd.,",Body/Corporation
2016,67,W,Transport Department,"State Express Transport Corporation, Chennai",0,1,5,625,630,19,563,12,,6,,20,,10,3163,,,,1,2,74,76,73,,3,,1,1,state express transport,"State Express Transport Corporation, Chennai",Body/Corporation
2016,67,W,Transport Department,"Tamil Nadu State Transport Corporation (Villupuram) Ltd.,",0,1,63,836,899,4,757,63,,5,,4,,66,18209,,,,1,4,130,134,120,6,8,,1,1,state transport villupuram,"Tamil Nadu State Transport Corporation (Villupuram) Ltd.,",Body/Corporation
2016,67,W,Transport Department,"Tamil Nadu State Transport Corporation (Kumbakonam), Ltd.,",0,1,,1133,1133,6,990,10,,,,,,127,11781,,,,1,,126,126,91,18,17,,1,1,state transport kumbakonam,"Tamil Nadu State Transport Corporation (Kumbakonam) Ltd.,",Body/Corporation
2016,67,W,Transport Department,"Tamil Nadu State Transport ( Salem) Ltd.,",0,1,52,970,1022,,964,,,,,,,58,22112,,,,1,,26,26,26,,,,1,1,state transport salem,"Tamil Nadu State Transport Corporation (Salem), Ltd.,",Body/Corporation
2016,67,W,Transport Department,"Tamil Nadu State Transport Corporation (Coimbatore) Ltd.,",0,1,122,1217,1339,4,1222,7,3,9,,,,94,10912,,,,1,27,205,232,213,,19,,1,1,state transport coimbatore,"Tamil Nadu State Transport Corporation (Coimbatore) Ltd.,",Body/Corporation
2016,67,W,Transport Department,"Tamil Nadu State Transport Corporation (Madurai) Ltd.,",0,1,12,943,955,8,859,43,,,,,,45,29003,,,,1,23,23,46,17,,29,,1,1,state transport madurai,"Tamil Nadu State Transport Corporation (Madurai) Ltd.,",Body/Corporation
2016,67,W,Transport Department,"Tamil Nadu State Transport Corporation (Tirunelveli) Ltd.,",0,1,49,879,928,4,897,5,,,,7,,15,,,,,1,3,105,108,106,,2,,1,1,state transport tirunelveli,"Tamil Nadu State Transport Corporation (Tirunelveli) Ltd.,",Body/Corporation
2016,67,W,Transport Department,"Motor Vehicles & Maintenance Department, Chennai",0,21,,39,39,,39,,,,,,,,,,,,1,,6,6,5,1,,,1,1,motor vehicles maintenance,"Motor Vehicles & Maintenance Department, Chennai",HOD
2016,67,W,Transport Department,"Institute of Road Transport, Chennai",0,1,,24,24,,24,,,,,,,,,,,,1,,2,2,2,,,,1,1,institute road transport,"Institute of Road Transport, Chennai",Body/Corporation
2016,67,W,Transport Department,"Transport Development Finance Corporation Ltd.,",0,1,,11,11,,11,,,,,,,,,,,,1,,,,,,,,1,1,transport development finance,"Transport Development Finance Corporation Ltd.,",Body/Corporation
2016,67,W,Transport Department,"Pallavan Transport Consultancy Services, Chennai",0,2,,1,1,,1,,,,,,,,,,,,1,,,,,,,,1,1,pallavan transport consultancy services,"Pallavan Transport Consultancy Services, Chennai",HOD
