year,page,layout,dept_hint,name,is_total,pios,opening,received,total,transferred,replied,rej_s8,rej_s9,rej_s11,rej_s24,rej_other,rej_total,pending,charges_rs,fee_rs,penalty_rs,amount_total_rs,faas,fa_opening,fa_received,fa_total,fa_disposed,fa_rejected,fa_pending,disciplinary,chk_total,chk_disposal,key,canonical,tier
2019,53,T,Health and Family Welfare Department,"Health and Family Welfare Department, Secretariat",0,31,,646,646,331,220,24,27,,,55,,,2376,,,,8,,20,20,12,7,1,,1,0,family welfare,"Health and Family Welfare Department, Secretariat",Secretariat
2019,53,T,Health and Family Welfare Department,Director of Medical Education,0,80,94,3851,3945,140,3379,175,46,25,27,86,,67,11601,,,,80,6,194,200,166,31,3,,1,1,director medical education,Director of Medical Education,HOD
2019,53,T,Health and Family Welfare Department,Director of Medical and Rural Health Services,0,37,19,2105,2124,347,1581,65,4,,,52,,56,9540,,,,31,4,120,124,94,12,18,,1,0,director medical rural health services,Director of Medical and Rural Health Services,HOD
2019,53,T,Health and Family Welfare Department,rector of Public Health d Preventive Medicine,0,43,35,1135,1170,122,941,17,,,,71,,19,7423,,,,43,4,167,171,147,17,7,,1,1,public health preventive medicine,Public Health and Preventive Medicine,HOD
2019,53,T,Health and Family Welfare Department,rector of Medical and ral Health Services SI),0,228,,80,80,8,47,8,,,,8,,,800,,,,12,,9,9,9,,,,1,0,director medical rural health services,Director of Medical and Rural Health Services,HOD
2019,53,T,Health and Family Welfare Department,Directorate of Family Welfare,0,5,2,26,28,5,22,,,,,,,1,210,,,,2,,2,2,2,,,,1,1,family welfare,"Health and Family Welfare Department, Secretariat",HOD
2019,53,T,Health and Family Welfare Department,Directorate of Indian Medicine and Homoeopathy,0,32,,218,218,32,190,4,,,,2,,,2180,,,,32,,6,6,6,,,,1,0,indian medicine homoeopathy,Directorate of Indian Medicine and Homoeopathy,HOD
2019,53,T,Health and Family Welfare Department,Commissioner of Food Safety and Drug Administration,0,39,59,824,883,74,774,,,,,1,,34,150,,,,1,2,19,21,19,,2,,1,1,commissioner food safety drug administration,Commissioner of Food Safety and Drug Administration,HOD
2019,53,T,Health and Family Welfare Department,Tamil Nadu Medical Services Corporation Limited,0,1,1,43,44,3,41,,,,,4,,,422,,,,1,,,,,,,,1,0,medical services,Tamil Nadu Medical Services Corporation Limited,Body/Corporation
2019,53,T,Health and Family Welfare Department,Tamil Nadu Health Systems Project,0,1,,86,86,2,84,,,,,,,,200,,,,1,,8,8,8,,,,1,1,health systems project,Tamil Nadu Health Systems Project,HOD
2019,54,T,Health and Family Welfare Department,Tamil Nadu State Health Transport Department,0,8,,8,8,1,6,,,,,1,,,256,,,,1,,,,,,,,1,1,state health transport,Tamil Nadu State Health Transport Department,HOD
2019,54,T,Health and Family Welfare Department,Directorate of Drugs Control,0,17,8,269,278,32,241,4,,,,8,,,1572,,,,17,,11,11,11,,,,0,0,drugs control,Directorate of Drugs Control,HOD
2019,54,T,Health and Family Welfare Department,Medical Services Recruitment Board (MRB),0,1,,211,211,,199,4,,,,,,8,1680,,,,1,,,,9,,,,1,1,medical services,Tamil Nadu Medical Services Corporation Limited,Body/Corporation
2019,54,T,Health and Family Welfare Department,National Health Mission,0,1,,33,33,10,23,,,,,,,,,,,,1,,1,1,1,,,,1,1,national health mission,National Health Mission,HOD
2019,54,T,Health and Family Welfare Department,Health and Family Welfare Department Total,1,524,218,9535,9754,1107,7748,301,77,25,27,288,,185,38410,,,,231,16,557,573,484,67,31,,0,0,health family welfare total,Health and Family Welfare Department Total,HOD
2019,54,T,Higher Education Department,"Higher Education Department, Secretariat",0,12,,490,490,281,190,2,,,,17,,,6230,,,,3,,40,40,40,,,,1,1,higher education secretariat,"Higher Education Department, Secretariat",Secretariat
2019,54,T,Higher Education Department,Commissionerate of Technical Education,0,1,,490,490,25,465,,,,,4,,21,6092,,,,1,,90,90,90,,,,1,0,state council for technical education,Tamil Nadu State Council for Technical Education,HOD
2019,54,T,Higher Education Department,rectorate of Collegiate ucation,0,125,37,1660,1697,25,1595,,,,,,,77,9482,,,,10,6,143,149,148,,1,,1,1,rectorate collegiate ucation,rectorate of Collegiate ucation,HOD
2019,54,T,Higher Education Department,mmissionerate of Tamil du Archives and storical Research,0,9,316,7464,7780,804,6848,,,,,,,228,65254,,,,1,,92,92,92,,,,1,0,mmissionerate du archives storical research,mmissionerate of Tamil du Archives and storical Research,HOD
2019,54,T,Higher Education Department,Tamil Nadu State Council for Higher Education,0,1,,60,60,6,54,,,,,,,,40,,,,1,,,,,,,,1,1,state council for higher education,Tamil Nadu State Council for Higher Education,HOD
2019,54,T,Higher Education Department,Tamil Nadu State Council for Technical Education,0,1,,3,3,,3,,,,,,,,30,,,,1,,,,,,,,1,1,state council for technical education,Tamil Nadu State Council for Technical Education,HOD
2019,54,T,Higher Education Department,Tamil Nadu Science and Technology Centre,0,4,,5,5,,5,,,,,,,,100,,,,1,,,,,,,,1,1,science technology centre,Tamil Nadu Science and Technology Centre,HOD
2019,54,T,Higher Education Department,Tamil Nadu State Council for Science and Technology,0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,state council for science technology,Tamil Nadu State Council for Science and Technology,HOD
2019,54,T,Higher Education Department,Science City,0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,science city,Science City,HOD
2019,54,T,Higher Education Department,University of Madras,0,3,17,555,572,2,535,7,3,4,,3,,18,6300,,,,1,4,44,48,46,,2,,1,1,university madras,University of Madras,Body/Corporation
2019,55,T,Higher Education Department,Annamalai University,0,4,,676,676,,676,50,,,,,,,7890,,,,3,,99,99,97,16,,,1,0,annamalai university,Annamalai University,Body/Corporation
2019,55,T,Higher Education Department,Madurai Kamaraj University,0,1,1760,712,2472,3,304,5,,,,27,,2133,9340,,,,1,190,140,330,132,,198,,1,1,madurai kamaraj university,Madurai Kamaraj University,Body/Corporation
2019,55,T,Higher Education Department,Manonmaniam Sundaranar University,0,1,40,487,527,15,399,,,,,15,,98,4870,,,,1,5,20,25,15,,10,,1,1,manonmaniam sundaranar university,Manonmaniam Sundaranar University,Body/Corporation
2019,55,T,Higher Education Department,Bharathidasan University,0,1,118,212,330,2,188,2,,,,,,138,440,,,,1,,32,32,32,,,,1,1,bharathiar university,Bharathiar University,Body/Corporation
2019,55,T,Higher Education Department,Bharathiar University,0,23,,246,246,,,,,,,,,,2135,,,,1,,9,9,9,,,,1,,bharathiar university,Bharathiar University,Body/Corporation
2019,55,T,Higher Education Department,Alagappa University,0,1,,250,250,2,222,9,,,,26,,,2150,,,,1,,24,24,20,4,,,1,0,alagappa university,Alagappa University,Body/Corporation
2019,55,T,Higher Education Department,Thiruvalluvar University,0,1,35,168,203,5,177,6,,,,15,,,2570,,,,1,,20,20,19,,1,,1,1,thiruvalluvar university,Thiruvalluvar University,Body/Corporation
2019,55,T,Higher Education Department,Periyar University,0,1,382,752,1134,7,789,48,,,,345,,,4144,,,,1,11,297,308,210,,98,,1,0,periyar university,Periyar University,Body/Corporation
2019,55,T,Higher Education Department,Mother Teresa Women's University,0,1,,91,91,,88,,,,,3,,,30,,,,4,,4,4,4,,,,1,1,mother teresa women s university,Mother Teresa Women's University,Body/Corporation
2019,55,T,Higher Education Department,mil Nadu Open iversity,0,1,,159,159,,159,,,,,,,,1590,,,,3,,3,3,13,,,,1,1,mil open iversity,mil Nadu Open iversity,HOD
2019,55,T,Higher Education Department,mil Nadu Teachers ucation University,0,3,,114,114,3,110,,,,,1,,,1140,,,,1,,1,1,1,,,,1,1,teachers education university,Tamil Nadu Teachers Education University,Body/Corporation
2019,55,T,Higher Education Department,Anna University,0,1,129,719,848,42,622,21,,,,35,,128,6609,,,,1,31,142,173,130,8,35,,1,1,anna university,Anna University,Body/Corporation
2019,55,T,Higher Education Department,Higher Education Department Total,1,197,2834,15313,18147,1222,13429,150,3,4,0,491,,2841,136436,,,,40,247,1200,1447,1098,28,345,,1,0,higher education total,Higher Education Department Total,HOD
2019,55,T,Highways and Minor Ports Department,"Highways and Minor Ports Department, Secretariat",0,2,,139,139,84,35,,1,,,9,,,1674,,,,2,,17,17,15,2,,,1,0,highways minor ports secretariat,"Highways and Minor Ports Department, Secretariat",Secretariat
2019,55,T,Highways and Minor Ports Department,Directorate General of Highways,0,162,14,3283,3297,640,2556,24,,,1,38,,24,34139,,,,49,6,140,146,131,9,6,,1,0,general highways,Directorate General of Highways,HOD
2019,55,T,Highways and Minor Ports Department,Tamil Nadu Maritime Board,0,1,,11,11,,11,,,,,,,,694,,,,1,,,,,,,,1,1,maritime board,Tamil Nadu Maritime Board,Body/Corporation
2019,55,T,Highways and Minor Ports Department,Poompuhar Shipping Corporation,0,2,,1,1,1,,,,,,,,,,,,,1,,,,,,,,1,,poompuhar shipping,Poompuhar Shipping Corporation,Body/Corporation
2019,56,T,Highways and Minor Ports Department,Tamil Nadu Road Development Company Ltd.,0,1,6,81,87,17,64,2,,,,4,,,178,,,,1,1,2,3,3,,,,1,1,road development company,Tamil Nadu Road Development Company Ltd.,Body/Corporation
2019,56,T,Highways and Minor Ports Department,Tamil Nadu Road Infrastructure Development Corporation,0,1,,9,9,,9,,,,,,,,,,,,1,,,,,,,,1,1,road infrastructure development,Tamil Nadu Road Infrastructure Development Corporation,Body/Corporation
2019,56,T,Highways and Minor Ports Department,Highways and Minor Ports Department Total,1,169,20,3524,3544,742,2675,26,1,0,1,51,,24,36685,,,,55,7,159,166,149,11,6,,1,0,highways minor ports total,Highways and Minor Ports Department Total,HOD
2019,56,T,Home Prohibition and Excise Department,"Home Department, Secretariat",0,50,,974,974,753,182,12,,,12,15,,,6960,,,,8,,65,65,60,5,,,1,1,home secretariat,"Home Department, Secretariat",Secretariat
2019,56,T,Home Prohibition and Excise Department,Home Department Prohibition and Excise Wing,0,16,,54,54,39,12,,,,,3,,,182,,,,2,,,,,,,,1,1,prohibition excise,Home Department Prohibition and Excise Wing,HOD
2019,56,T,Home Prohibition and Excise Department,Tamil Nadu State Marketing Corporation Limited,0,38,29,894,923,,590,8,,,,,,31,8860,,,,6,,22,22,22,,,,1,0,state marketing,Tamil Nadu State Marketing Corporation Limited,Body/Corporation
2019,56,T,Home Prohibition and Excise Department,mmissionerate of ohibition and Excise,0,5,3,28,31,9,22,,,,,,,,250,,,,1,,,,,,,,1,1,mmissionerate ohibition excise,mmissionerate of ohibition and Excise,HOD
2019,56,T,Home Prohibition and Excise Department,lice Department,0,131,927,38652,39529,2121,32578,1678,1,371,496,1467,,867,493974,,,,109,149,3769,3918,3383,397,138,,0,0,lice,lice Department,HOD
2019,56,T,Home Prohibition and Excise Department,Tamil Nadu Police Housing Corporation,0,14,,20,20,,20,,,,,,,,,,,,4,,,,,,,,1,1,police housing,Tamil Nadu Police Housing Corporation,Body/Corporation
2019,56,T,Home Prohibition and Excise Department,Tamil Nadu Uniformed Services Recruitment Board,0,1,,291,291,,291,,,,,,,,,,,,1,,26,26,26,,,,1,1,uniformed services recruitment board,Tamil Nadu Uniformed Services Recruitment Board,Body/Corporation
2019,56,T,Home Prohibition and Excise Department,Prisons Department,0,28,42,1607,1649,173,1362,31,,6,,43,,34,12741,,,,7,,68,68,68,,,,1,1,prisons,Prisons Department,HOD
2019,56,T,Home Prohibition and Excise Department,Transport Commissionerate,0,153,,5012,5012,291,4721,10,4,10,,37,,21,40480,,,,102,,287,287,284,7,6,,1,0,metropolitan transport,"Metropolitan Transport Corporation (Chennai) Ltd.,",HOD
2019,56,T,Home Prohibition and Excise Department,High Court of Madras,0,1,130,1406,1536,179,1306,,,,,,,51,14273,,,,73,562,635,1197,600,,35,,1,1,high court madras,High Court of Madras,Body/Corporation
2019,56,T,Home Prohibition and Excise Department,"Madurai Bench of Madras High Court, Madurai",0,1,,479,479,70,409,,,,,,,,3844,,,,1,,,,,,,,1,1,madurai bench madras high court madurai,"Madurai Bench of Madras High Court, Madurai",Body/Corporation
2019,57,T,Home Prohibition and Excise Department,Government Litigations,0,14,,13,13,,11,,,,,2,,,,,,,1,,14,,,,,,1,1,litigations,Government Litigations,HOD
2019,57,T,Home Prohibition and Excise Department,Directorate of Prosecution,0,27,,47,47,7,37,,,,,3,,,350,,,,1,,5,5,5,,,,1,1,prosecution,Directorate of Prosecution,HOD
2019,57,T,Home Prohibition and Excise Department,Fire and Rescue Services Department,0,41,7,899,906,1,906,8,,,,,,,9122,,,,41,,20,20,20,,,,1,0,fire rescue services,Fire and Rescue Services Department,HOD
2019,57,T,Home Prohibition and Excise Department,Forensic Sciences Department,0,11,1,80,81,10,49,6,,,,14,,2,762,,,,1,1,10,11,10,,1,,1,1,forensic sciences,Forensic Sciences Department,HOD
2019,57,T,Home Prohibition and Excise Department,Home Prohibition and Excise Department Total,1,531,1139,50456,51545,3653,42496,1753,5,387,508,1584,,1006,591798,,,,358,712,4907,5619,4478,409,180,,0,0,home prohibition excise total,Home Prohibition and Excise Department Total,HOD
2019,57,T,Housing and Urban Development Department,"Housing and Urban Development Department, Secretariat",0,3,,289,289,155,134,,,,,,,,2052,,,,1,,4,4,4,,,,1,1,housing urban development secretariat,"Housing and Urban Development Department, Secretariat",Secretariat
2019,57,T,Housing and Urban Development Department,Directorate of Town and Country Planning,0,68,39,2548,2587,291,2274,1,,,,2,,19,78855,,,,53,13,126,139,132,,,,1,1,town country planning,Directorate of Town and Country Planning,HOD
2019,57,T,Housing and Urban Development Department,Chennai Metropolitan Development Authority,0,27,18,1958,1976,15,1961,,,,,,,,14829,,,,11,6,44,50,43,,7,,1,1,metropolitan development authority,Chennai Metropolitan Development Authority,Body/Corporation
2019,57,T,Housing and Urban Development Department,gistrar of Co-operative cieties (Housing),0,12,,267,267,26,234,,,,,5,,2,2414,,,,12,1,37,38,33,1,4,,1,1,gistrar co operative cieties housing,gistrar of Co-operative cieties (Housing),HOD
2019,57,T,Housing and Urban Development Department,Tamil Nadu Slum Clearance Board,0,50,,629,629,1,628,,,,,,,,6922,,,,34,,58,58,58,,,,1,1,slum clearance board,Tamil Nadu Slum Clearance Board,Body/Corporation
2019,57,T,Housing and Urban Development Department,Tamil Nadu Housing Board,0,33,14,1825,1839,66,1702,6,,,,50,,15,18384,,,,33,,108,108,108,,,,1,1,housing board,Tamil Nadu Housing Board,Body/Corporation
2019,57,T,Housing and Urban Development Department,Housing and Urban Development Department Total,1,193,71,7516,7587,554,6933,7,0,0,0,57,,36,123456,,,,144,20,377,397,378,1,11,,1,1,housing urban development total,Housing and Urban Development Department Total,HOD
2019,57,T,Industries Department,"Industries Department, Secretariat",0,5,,155,155,74,52,2,,,,27,,,592,,,,4,12,12,7,,5,,,1,1,industries secretariat,"Industries Department, Secretariat",Secretariat
2019,57,T,Industries Department,Directorate of Geology and Mining,0,47,13,1191,1204,39,1039,26,,6,,5,,89,10400,,,,1,,48,48,46,2,,,1,1,geology mining,Directorate of Geology and Mining,HOD
2019,57,T,Industries Department,Directorate of Sugar,0,1,,64,64,12,46,,,,,6,,,1222,,,,1,,1,1,1,,,,1,1,sugar,Tamil Nadu Sugar Corporation,HOD
2019,57,T,Industries Department,State Industries Promotion Corporation of Tamil Nadu,0,1,11,114,125,44,74,,,,,4,,7,1462,,,,1,1,19,20,20,,,,1,0,state industries promotion,State Industries Promotion Corporation of Tamil Nadu,Body/Corporation
2019,58,T,Industries Department,Tamil Nadu Industrial Development Corporation,0,1,4,8,12,3,7,1,,,,1,,,130,,,,1,,2,2,1,1,,,1,1,industrial development,Tamil Nadu Industrial Development Corporation,Body/Corporation
2019,58,T,Industries Department,"Tamil Nadu Industrial Investment Corporation Ltd.,",0,1,3,40,43,,39,,,,,,,4,7933,,,,1,,9,9,8,,1,,1,1,industrial investment,"Tamil Nadu Industrial Investment Corporation Ltd.,",Body/Corporation
2019,58,T,Industries Department,"Tamil Nadu Salt Corporation Ltd.,",0,1,,2,2,,2,,,,,,,,,,,,1,,,,,,,,1,1,salt,"Tamil Nadu Salt Corporation Ltd.,",Body/Corporation
2019,58,T,Industries Department,"Tamil Nadu Newsprint and Papers Ltd.,",0,3,2,45,47,,29,2,,,,15,,1,558,,,,3,,7,7,4,2,1,,1,1,newsprint papers,"Tamil Nadu Newsprint and Papers Ltd.,",Body/Corporation
2019,58,T,Industries Department,Tamil Nadu Cements Corporation,0,7,,24,24,4,20,,,,,,,,,,,,7,,4,4,4,,,,1,1,cements,Tamil Nadu Cements Corporation,Body/Corporation
2019,58,T,Industries Department,Tamil Nadu Magnesite Limited,0,1,,3,3,,3,,,,,,,,,,,,1,,,,,,,,1,1,magnesite,Tamil Nadu Magnesite Limited,Body/Corporation
2019,58,T,Industries Department,"Tamil Nadu Industrial Explosives Ltd.,",0,1,,2,2,,2,,,,,,,,,,,,1,,,,,,,,1,1,industrial explosives,"Tamil Nadu Industrial Explosives Ltd.,",Body/Corporation
2019,58,T,Industries Department,"mil Nadu Minerals Ltd.,",0,1,1,18,19,,19,,,,,,,,,,,,1,,1,1,1,,,,1,1,minerals,"Tamil Nadu Minerals Ltd.,",Body/Corporation
2019,58,T,Industries Department,mil Nadu Sugar rporation,0,1,,12,12,2,10,,,,,,,,,,,,1,,,,,,,,1,1,mil sugar rporation,mil Nadu Sugar rporation,HOD
2019,58,T,Industries Department,Industries Department Total,1,71,34,1678,1712,178,1342,31,0,6,0,58,,101,22297,,,,24,13,103,99,85,10,2,,1,0,industries total,Industries Department Total,HOD
2019,58,T,Information Technology Department,"Information Technology Department, Secretariat",0,1,,28,28,20,8,,,,,,,,280,,,,1,,,,,,,,1,1,information technology secretariat,"Information Technology Department, Secretariat",Secretariat
2019,58,T,Information Technology Department,"Electronics Corporation of Tamil Nadu Ltd.,",0,1,,30,30,1,26,3,,,,,,,300,,,,1,,1,1,,1,,,1,1,electronics,"Electronics Corporation of Tamil Nadu Ltd.,",Body/Corporation
2019,58,T,Information Technology Department,e-Governance,0,1,,29,29,4,25,,,,,,,,290,,,,1,,4,4,4,,,,1,1,e governance,e-Governance,HOD
2019,58,T,Information Technology Department,Tamil Nadu Arasu Cable TV Corporation Ltd.,0,32,13,179,192,6,161,,,2,,12,,11,1790,,,,1,,30,30,28,2,,,1,1,arasu cable tv,Tamil Nadu Arasu Cable TV Corporation Ltd.,Body/Corporation
2019,58,T,Information Technology Department,TamilnaduFibre Net Corporation Ltd. (TANFINET),0,1,,3,,,,,,,,,,,30,,,,1,,,,,,,,,,tamilnadufibre net tanfinet,TamilnaduFibre Net Corporation Ltd. (TANFINET),Body/Corporation
2019,58,T,Information Technology Department,Tamil Virtual Academy,0,1,13,269,282,31,223,3,,2,,12,,11,3057,,,,1,,37,37,34,3,,,1,1,virtual academy,Tamil Virtual Academy,HOD
2019,59,T,Information Technology Department,Information Technology Department Total,1,37,26,538,561,62,443,6,0,4,0,24,,22,5747,,,,6,0,72,72,66,6,0,,0,1,information technology total,Information Technology Department Total,HOD
2019,59,T,Labour and Employment Department,"Labour and Employment Department, Secretariat",0,3,,265,265,126,134,5,,,,,,,3563,,,,3,,5,5,4,1,,,1,1,labour employment secretariat,"Labour and Employment Department, Secretariat",Secretariat
2019,59,T,Labour and Employment Department,Commissionarate of Labour,0,493,52,1444,1496,279,1145,3,,3,,47,,19,14285,,,,48,2,162,164,156,6,2,,1,1,commissionarate labour,Commissionarate of Labour,HOD
2019,59,T,Labour and Employment Department,Directorate of Industrial Safety and Health,0,59,8,666,674,92,572,2,,,,3,,5,4982,,,,18,,43,43,36,7,,,1,1,industrial safety health,Directorate of Industrial Safety and Health,HOD
2019,59,T,Labour and Employment Department,Commissionerate of Employment and Training (Employment wing),0,46,29,697,726,8,688,,,,,,,30,7070,,,,5,1,51,52,51,,1,,1,1,employment training employment wing,Commissionerate of Employment and Training (Employment wing),HOD
2019,59,T,Labour and Employment Department,Commissionerate of Employment and Training (Training),0,123,26,342,368,4,354,2,1,1,,1,,5,3543,,,,8,,26,26,24,1,1,,1,1,employment training training,Commissionerate of Employment and Training (Training),HOD
2019,59,T,Labour and Employment Department,DMRHS (ESIS),0,228,,80,80,8,47,8,,,,8,,,800,,,,12,,9,9,9,,,,1,0,dmrhs esis,DMRHS (ESIS),HOD
2019,59,T,Labour and Employment Department,"erseas Manpower rporation Ltd.,",0,1,,2,2,,2,,,,,,,,20,,,,1,,,,,,,,1,1,erseas manpower rporation,"erseas Manpower rporation Ltd.,",Body/Corporation
2019,59,T,Labour and Employment Department,mil Nadu Silk velopment Corporation,0,1,,16,16,16,,,,,,,,,,,,,1,,2,2,,,,,1,,mil silk velopment,mil Nadu Silk velopment Corporation,Body/Corporation
2019,59,T,Labour and Employment Department,Labour and Employment Department Total,1,954,115,3512,3627,533,2942,20,1,4,0,59,,59,34263,,,,96,3,298,301,280,15,4,,1,0,labour employment total,Labour and Employment Department Total,HOD
2019,59,T,Law Department,"Law Department, Secretariat",0,1,,171,171,53,67,,,,,51,,,1517,,,,1,,7,7,,7,,,1,1,law secretariat,"Law Department, Secretariat",Secretariat
2019,59,T,Law Department,Directorate of Legal Studies,0,15,,108,108,6,102,,,,,,,,1080,,,,2,,4,4,4,,,,1,1,legal studies,Directorate of Legal Studies,HOD
2019,59,T,Law Department,"The Tamil Nadu Dr.Ambedkar Law University, Chennai",0,1,4,108,112,7,105,8,,,,,,,1020,,,,1,,11,11,10,,1,,1,0,dr ambedkar law university,"The Tamil Nadu Dr.Ambedkar Law University, Chennai",Body/Corporation
2019,59,T,Law Department,"The Tamil Nadu National Law School, Tiruchirappalli",0,1,,19,19,,19,,,,,,,,190,,,,1,,2,2,2,,,,1,1,national law school tiruchirappalli,"The Tamil Nadu National Law School, Tiruchirappalli.",HOD
2019,59,T,Law Department,Law Department Total,1,18,4,406,410,66,293,8,0,0,0,51,,0,3807,,,,5,0,24,24,16,7,1,,1,0,law total,Law Department Total,HOD
2019,60,T,"cro, Small and dium Enterprises partment","Micro, Small and Medium Enterprises Department, Secretariat",0,3,,45,45,18,28,,,,,10,,,522,,,,3,,4,4,1,,,,1,0,micro small medium enterprises secretariat,"Micro, Small and Medium Enterprises Department, Secretariat",Secretariat
2019,60,T,"cro, Small and dium Enterprises partment",Commissionerate of Industries and Commerce,0,51,7,273,280,24,232,7,,,,9,,8,3746,,,,45,1,37,38,24,14,,,1,1,industries commerce,Commissionerate of Industries and Commerce,HOD
2019,60,T,"cro, Small and dium Enterprises partment",Tamil Nadu Small Industries Development Corporation Limited,0,1,8,81,89,1,85,,,,,,,3,987,,,,1,1,3,4,4,,,,1,1,small industries,Tamil Nadu Small Industries Corporation Limited,Body/Corporation
2019,60,T,"cro, Small and dium Enterprises partment",Tamil Nadu Small Industries Corporation Limited,0,1,,13,13,13,,,,,,,,,110,,,,1,,1,1,1,,,,1,,small industries,Tamil Nadu Small Industries Corporation Limited,Body/Corporation
2019,60,T,"cro, Small and dium Enterprises partment",Tamil Nadu Entrepreneurship Development and Innovation Institute,0,1,1,,1,,1,,,,,,,1,,,,,1,,,,,,,,,0,entrepreneurship development innovation institute,Tamil Nadu Entrepreneurship Development and Innovation Institute,Body/Corporation
2019,60,T,"cro, Small and dium Enterprises partment","cro, Small and dium Enterprises partment Total",1,57,16,412,428,56,346,7,0,0,0,19,,12,5365,,,,51,2,45,47,30,14,0,,1,0,cro small dium enterprises partment total,"cro, Small and dium Enterprises partment Total",HOD
2019,60,T,Municipal Administration and Water Supply Department,"Municipal Administration and Water Supply Department, Secretariat",0,,,510,510,351,151,3,,,,5,,,4822,,,,,,45,45,45,,,,1,1,municipal administration water supply secretariat,"Municipal Administration and Water Supply Department, Secretariat",Secretariat
2019,60,T,Municipal Administration and Water Supply Department,Commissionerate of Municipal Administration,0,7,,800,800,109,607,,4,2,,19,,59,6340,,,,1,,127,127,127,,,,1,1,municipal administration water supply secretariat,"Municipal Administration and Water Supply Department, Secretariat",HOD
2019,60,T,Municipal Administration and Water Supply Department,Chennai Metropolitan Water Supply and Sewerage Board,0,45,4,957,961,35,898,,,2,,15,,11,10060,,,,,,,,,,,,1,1,metropolitan water supply sewerage board,Chennai Metropolitan Water Supply and Sewerage Board,Body/Corporation
2019,60,T,Municipal Administration and Water Supply Department,Greater Chennai Corporation,0,93,234,6265,6499,1222,5009,50,,1,,41,,176,,,,,46,26,760,786,715,4,67,,1,1,greater,Greater Chennai Corporation,Body/Corporation
2019,60,T,Municipal Administration and Water Supply Department,Directorate of Town Panchayats,0,546,46,7444,7490,757,6634,47,,6,3,26,,17,167,,,,18,7,665,672,657,6,9,,1,1,town panchayats,Directorate of Town Panchayats,HOD
2019,60,T,Municipal Administration and Water Supply Department,Tamil Nadu Water Supply and Drainage Board,0,32,9,451,460,15,434,,,,,,,11,3140,,,,32,,44,44,44,,,,1,1,water supply drainage board,Tamil Nadu Water Supply and Drainage Board,Body/Corporation
2019,61,T,Municipal Administration and Water Supply Department,Municipal Administration and Water Supply Department Total,1,723,293,16427,16720,2489,13733,100,4,11,3,106,,274,24529,,,,97,33,1641,1674,1588,10,76,,1,1,municipal administration water supply total,Municipal Administration and Water Supply Department Total,HOD
2019,61,T,Personnel and Administrative Reforms Department,"Personnel and Administrative Reforms Department, Secretariat",0,14,5,1355,1360,350,930,,,,,77,,3,16048,,,,10,,78,78,56,22,,,1,1,personnel administrative reforms secretariat,"Personnel and Administrative Reforms Department, Secretariat",Secretariat
2019,61,T,Personnel and Administrative Reforms Department,Tamil Nadu Public Service Commission,0,28,16,1704,1720,65,1559,44,,,,44,,8,42415,,,,6,,94,94,89,5,,,1,1,public service commission,Tamil Nadu Public Service Commission,Body/Corporation
2019,61,T,Personnel and Administrative Reforms Department,Tamilnadu Vigilance Commission,0,3,,38,38,11,24,,,,,,,,584,,,,1,,5,5,5,,,,1,0,vigilance commission,Vigilance Commission,Body/Corporation
2019,61,T,Personnel and Administrative Reforms Department,Directorate of Vigilance and Anti Corruption,0,1,11,366,377,39,237,3,,,,69,,29,3982,,,,1,3,46,49,44,,5,,1,1,vigilance anti corruption,Directorate of Vigilance and Anti Corruption,HOD
2019,61,T,Personnel and Administrative Reforms Department,"Commissioner for Disciplinary Proceedings, Chennai",0,1,,7,7,,7,,,,,,,,,,,,1,,,,,,,,1,1,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2019,61,T,Personnel and Administrative Reforms Department,"mmissioner for sciplinary Proceedings, uchirappalli",0,1,,2,2,,1,,,,,1,,,,,,,1,,,,,,,,1,1,mmissioner for sciplinary proceedings uchirappalli,"mmissioner for sciplinary Proceedings, uchirappalli",HOD
2019,61,T,Personnel and Administrative Reforms Department,"Commissioner for Disciplinary Proceedings, Madurai",0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2019,61,T,Personnel and Administrative Reforms Department,"Commissioner for Disciplinary Proceedings, Coimbatore",0,1,,1,1,,,,,,,1,,,,,,,1,,,,,,,,1,,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2019,61,T,Personnel and Administrative Reforms Department,"Commissioner for Disciplinary Proceedings, Tirunelveli",0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2019,61,T,Personnel and Administrative Reforms Department,"Commissioner for Disciplinary Proceedings, Nagarcoil",0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2019,61,T,Personnel and Administrative Reforms Department,Tamil Nadu Lok Ayukta,0,1,,2,2,,2,,,,,2,,,,,,,1,,,,,,,,1,0,lokayukta,Tamil Nadu Lokayukta,HOD
